ICAO;IATA;Name;City;Country;Lattitude Degrees;Lattitude Minutes;Lattitude Seconds;Lattitude Direction;Longitude Degrees;Longitude Minutes;Longitude Seconds;Longitude Direction;Altitude
CYXC;YXC;CRANBROOK;CRANBROOK;CANADA;49;36;37;N;115;46;57;W;940
CYXD;YXD;EDMONTON CITY CENTRE;EDMONTON;CANADA;53;34;21;N;113;31;14;W;671
CYXE;YXE;SASKATOON J G DIEFENBAKER INTERNATIONAL;SASKATOON;CANADA;52;10;15;N;106;41;59;W;504
CYXH;YXH;MEDICINE HAT;MEDICINE HAT;CANADA;50;1;8;N;110;43;15;W;717
CYXI;N/A;N/A;KILLALOE;CANADA;0;0;0;U;0;0;0;U;0
CYXJ;YXJ;FORT ST JOHN;FORT SAINT JOHN;CANADA;56;14;17;N;120;44;25;W;695
CYXL;YXL;SIOUX LOOKOUT;SIOUX LOOKOUT;CANADA;50;6;52;N;91;54;15;W;391
CYXN;YXN;N/A;WHALE COVE;CANADA;0;0;0;U;0;0;0;U;0
CYXP;YXP;PANGNIRTUNG;PANGNIRTUNG;CANADA;66;8;42;N;65;42;49;W;23
CYXR;YXR;TIMISKAMING RGNL;EARLTON;CANADA;47;41;42;N;79;50;56;W;244
CYXS;YXS;PRINCE GEORGE;PRINCE GEORGE;CANADA;53;53;22;N;122;40;44;W;691
CYXT;YXT;TERRACE;TERRACE;CANADA;54;27;59;N;128;34;39;W;218
CYXU;YXU;LONDON;LONDON;CANADA;43;2;8;N;81;9;14;W;278
CYXX;YXX;ABBOTSFORD;ABBOTSFORD;CANADA;49;1;31;N;122;21;48;W;58
CYXY;YXY;WHITEHORSE INTERNATIONAL;WHITEHORSE;CANADA;60;42;34;N;135;4;6;W;707
CYYB;YYB;NORTH BAY;NORTH BAY;CANADA;46;21;49;N;79;25;22;W;371
CYYC;YYC;CALGARY INTERNATIONAL;CALGARY;CANADA;51;6;50;N;114;1;13;W;1085
CYYD;YYD;SMITHERS;SMITHERS;CANADA;54;49;29;N;127;10;58;W;522
CYYE;YYE;FORT NELSON;FORT NELSON;CANADA;58;50;11;N;122;35;49;W;382
CYYF;YYF;PENTICTON;PENTICTON;CANADA;49;27;46;N;119;36;8;W;345
CYYG;YYG;CHARLOTTETOWN;CHARLOTTETOWN;CANADA;46;17;24;N;63;7;16;W;49
CYYH;YYH;TALOYOAK;SPENCE BAY;CANADA;69;32;48;N;93;34;36;W;29
CYYJ;YYJ;VICTORIA INTERNATIONAL;VICTORIA;CANADA;48;38;49;N;123;25;33;W;20
CYYL;YYL;LYNN LAKE;LYNN LAKE;CANADA;56;51;50;N;101;4;34;W;357
CYYN;YYN;SWIFT CURRENT;SWIFT CURRENT;CANADA;50;17;31;N;107;41;26;W;817
CYYQ;YYQ;CHURCHILL;CHURCHILL;CANADA;58;44;21;N;94;3;54;W;29
CYYR;YYR;GOOSE BAY;GOOSE BAY;CANADA;53;19;9;N;60;25;33;W;49
CYYT;YYT;ST JOHNS INTERNATIONAL;ST. JOHN'S;CANADA;47;37;7;N;52;45;7;W;141
CYYU;YYU;KAPUSKASING;KAPUSKASING;CANADA;49;24;50;N;82;28;3;W;227
CYYW;YYW;ARMSTRONG;ARMSTRONG;CANADA;50;17;25;N;88;54;35;W;323
CYYY;YYY;MONT JOLI;MONT JOLI;CANADA;48;36;31;N;68;12;29;W;53
CYYZ;YYZ;LESTER B PEARSON INTERNATIONAL;TORONTO;CANADA;43;40;38;N;79;37;50;W;174
CYZA;N/A;N/A;ASHCROFT;CANADA;0;0;0;U;0;0;0;U;0
CYZD;YZD;DOWNSVIEW;TORONTO;CANADA;43;44;33;N;79;27;56;W;199
CYZE;YZE;GORE BAY MANITOULIN;GORE BAY;CANADA;45;53;7;N;82;34;4;W;194
CYZF;YZF;YELLOWKNIFE;YELLOWKNIFE;CANADA;62;27;46;N;114;26;25;W;206
CYZH;YZH;SLAVE LAKE;SLAVE LAKE;CANADA;55;17;36;N;114;46;42;W;583
CYZP;YZP;SANDSPIT;SANDSPIT;CANADA;53;15;15;N;131;48;50;W;7
CYZR;YZR;CHRIS HADFIELD;SARNIA;CANADA;42;59;58;N;82;18;32;W;182
CYZT;YZT;PORT HARDY;PORT HARDY;CANADA;50;40;50;N;127;22;0;W;22
CYZU;YZU;WHITECOURT;WHITECOURT;CANADA;54;8;38;N;115;47;12;W;783
CYZV;YZV;SEPT ILES;SEPT-ILES;CANADA;50;13;24;N;66;15;56;W;55
CYZW;YZW;TESLIN;TESLIN;CANADA;60;10;22;N;132;44;34;W;706
CYZX;YZX;GREENWOOD;GREENWOOD;CANADA;44;59;4;N;64;55;1;W;29
CZFA;ZFA;FARO;FARO;CANADA;62;12;27;N;133;22;33;W;717
CZFM;ZFM;FORT MCPHERSON;FORT MCPHERSON;CANADA;67;24;28;N;134;51;37;W;44
CZNB;N/A;N/A;NORTH BAY;CANADA;0;0;0;U;0;0;0;U;0
CZUE;N/A;N/A;CAPE PARRY;CANADA;0;0;0;U;0;0;0;U;0
DAAB;N/A;BLIDA;BLIDA;ALGERIA;36;30;13;N;2;48;51;E;164
DAAD;N/A;BOU SAADA;BOU SAADA;ALGERIA;35;19;57;N;4;12;23;E;460
DAAE;BJA;SOUMMAM;BEJAJA;ALGERIA;36;42;43;N;5;4;11;E;7
DAAF;N/A;N/A;AOULEF;ALGERIA;0;0;0;U;0;0;0;U;0
DAAG;ALG;HOUARI BOUMEDIENE;ALGIER;ALGERIA;36;41;27;N;3;12;55;E;25
DAAJ;DJG;TISKA;DJANET;ALGERIA;24;17;33;N;9;27;8;E;969
DAAK;N/A;BOUFARIK;BOUFARIK;ALGERIA;36;32;45;N;2;52;34;E;103
DAAM;N/A;TELERGHMA;TELERGMA;ALGERIA;36;6;31;N;6;21;52;E;758
DAAN;N/A;REGGANE;REGGAN;ALGERIA;26;42;36;N;0;17;8;E;292
DAAP;VVZ;ILLIZI;ILLIZI;ALGERIA;26;34;24;N;8;29;1;E;542
DAAQ;N/A;AIN OUSSERA;AIN OUSSERA;ALGERIA;35;31;31;N;2;52;43;E;650
DAAS;GSF;SETIF AIN ARNAT;SETIF;ALGERIA;36;10;41;N;5;19;28;E;1025
DAAT;TMR;TAMANRASSET;TAMANRASSET;ALGERIA;22;48;39;N;5;27;3;E;1378
DAAV;GJL;JIJEL;JIJEL;ALGERIA;36;47;42;N;5;52;24;E;11
DAAW;N/A;N/A;BORDJ OMAR DRISS;ALGERIA;0;0;0;U;0;0;0;U;0
DAAX;N/A;N/A;CHERAGAS;ALGERIA;0;0;0;U;0;0;0;U;0
DAAY;N/A;MECHERIA;MECHERIA;ALGERIA;33;32;9;N;0;14;32;W;1176
DAAZ;N/A;RELIZANE;RELIZANE;ALGERIA;35;45;8;N;0;37;34;E;86
DABB;AAE;ANNABA;ANNABA;ALGERIA;36;49;20;N;7;48;33;E;5
DABC;CZL;MOHAMED BOUDIAF INTERNATIONAL;CONSTANTINE;ALGERIA;36;16;36;N;6;37;26;E;691
DABP;N/A;N/A;SKIKDA;ALGERIA;0;0;0;U;0;0;0;U;0
DABS;TEE;CHEIKH LARBI TEBESSI;TEBESSA;ALGERIA;35;25;53;N;8;7;14;E;812
DABT;N/A;N/A;BATNA;ALGERIA;0;0;0;U;0;0;0;U;0
DADF;N/A;N/A;DARRA-I-SOOF;AFGHANISTAN;0;0;0;U;0;0;0;U;0
DAFH;HRM;HASSI R MEL;TILREMPT;ALGERIA;32;55;47;N;3;18;44;E;775
DAFI;N/A;N/A;DJELFA;ALGERIA;0;0;0;U;0;0;0;U;0
DAOB;TID;BOU CHEKIF;TIARET;ALGERIA;35;20;28;N;1;27;47;E;990
DAOC;CBH;N/A;BECHAR;ALGERIA;0;0;0;U;0;0;0;U;0
DAOE;N/A;BOU SFER;BOU SFER;ALGERIA;35;44;7;N;0;48;19;W;57
DAOF;TIN;TINDOUF;TINDOUF;ALGERIA;27;42;1;N;8;10;1;W;443
DAOI;QAS;ECH CHELIFF;ECH-CHELIFF;ALGERIA;36;12;45;N;1;19;54;E;142
DAOL;TAF;TAFARAOUI;ORAN;ALGERIA;35;32;32;N;0;31;56;W;112
DAON;TLM;ZENATA;TLEMCEN;ALGERIA;35;1;0;N;1;27;0;W;249
DAOO;ORN;ES SENIA;ORAN;ALGERIA;35;37;25;N;0;37;16;W;90
DAOS;N/A;SIDI BEL ABBES;SIDI BEL ABBES;ALGERIA;35;10;18;N;0;35;35;W;492
DAOV;MUW;GHRISS;GHRISS;ALGERIA;35;12;27;N;0;8;49;E;514
DASM;N/A;N/A;SAMANGAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
DATG;INF;N/A;IN GUEZZAM;ALGERIA;0;0;0;U;0;0;0;U;0
DATM;BMW;N/A;BORDJ MOKHTAR;ALGERIA;0;0;0;U;0;0;0;U;0
DAUA;AZR;TOUAT CHEIKH SIDI MOHAMED BELKEBIR;ADRAR;ALGERIA;27;50;15;N;0;11;11;W;281
DAUB;BSK;BISKRA;BISKRA;ALGERIA;34;47;35;N;5;44;17;E;89
DAUE;ELG;EL GOLEA;EL GOLEA;ALGERIA;30;34;16;N;2;51;34;E;399
DAUG;GHA;NOUMERATE;GHARDAIA;ALGERIA;32;23;2;N;3;47;38;E;461
DAUH;HME;OUED IRARA;HASSI-MESSAOUD;ALGERIA;31;40;22;N;6;8;25;E;142
DAUI;INZ;IN SALAH;IN SALAH;ALGERIA;27;15;3;N;2;30;43;E;270
DAUK;TGR;SIDI MAHDI;TOUGGOURT;ALGERIA;33;4;4;N;6;5;19;E;86
DAUL;LOO;LAGHOUAT;LAGHOUAT;ALGERIA;33;45;50;N;2;55;38;E;766
DAUT;TMX;TIMIMOUN;TIMIMOUN;ALGERIA;29;14;13;N;0;16;33;E;314
DAUU;OGX;OUARGLA;OUARGLA;ALGERIA;31;55;2;N;5;24;46;E;150
DAUZ;IAM;IN AMENAS;ZARZAITINE;ALGERIA;28;3;5;N;9;38;34;E;563
DBBB;COO;COTONOU CADJEHOUN;COTONOU;BENIN;6;21;26;N;2;23;3;E;6
DBBC;N/A;N/A;CANA;BENIN;0;0;0;U;0;0;0;U;0
DBBD;N/A;N/A;DJOUGOU;BENIN;0;0;0;U;0;0;0;U;0
DBBK;KDC;N/A;KANDI;BENIN;0;0;0;U;0;0;0;U;0
DBBN;NAE;N/A;NATITINGOU;BENIN;0;0;0;U;0;0;0;U;0
DBBO;N/A;N/A;PORGA;BENIN;0;0;0;U;0;0;0;U;0
DBBP;PKO;PARAKOU;PARAKOU;BENIN;9;21;25;N;2;36;32;E;386
DBBR;N/A;N/A;BEMBEREKE;BENIN;0;0;0;U;0;0;0;U;0
DBBS;N/A;N/A;SAVE;BENIN;0;0;0;U;0;0;0;U;0
DFCA;N/A;N/A;KAYA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCB;N/A;N/A;BARSALOGHO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCC;OUG;N/A;OUAHIGOUYA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCD;N/A;N/A;DIDYR;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCE;N/A;N/A;BATIE;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCG;N/A;N/A;KONGOUSSI;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCI;N/A;N/A;TITAO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCJ;N/A;N/A;DJIBO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCK;N/A;N/A;KOUDOUGOU;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCL;N/A;N/A;LEO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCM;N/A;N/A;MANGA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCO;N/A;N/A;BOROMO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCP;N/A;N/A;PO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCR;N/A;N/A;POURA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCS;N/A;N/A;SEGUENEGA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCT;N/A;N/A;TENADO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCU;N/A;N/A;GOURCY;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFCY;N/A;N/A;YAKO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEA;N/A;N/A;BOULSA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEB;N/A;N/A;BOGANDE;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEC;N/A;N/A;KOMIN-YANGA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFED;N/A;N/A;DIAPAGA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEE;DOR;N/A;DORI;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEF;FNG;N/A;FADA N'GOURMA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEG;XGG;N/A;GOROM GOROM;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEK;N/A;N/A;KOUPELA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEL;XKA;N/A;KANTCHARI;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEM;N/A;N/A;TAMBAO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEO;N/A;N/A;ZORGO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEP;N/A;N/A;PAMA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFER;N/A;N/A;ARLI;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFES;N/A;N/A;SEBBA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFET;TEG;N/A;TENKODOGO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEY;N/A;N/A;OUARGAYE;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFEZ;N/A;N/A;ZABRE;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFFD;OUA;OUAGADOUGOU;OUAGADOUGOU;BURKINA FASO;12;21;11;N;1;30;44;W;317
DFOA;N/A;N/A;DANO;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOB;BNR;N/A;BANFORA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOD;DGU;N/A;DEDOUGOU;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOF;N/A;N/A;SAFANE;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOG;XGA;N/A;AMILCAR CABRAL DE GAQUA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOH;N/A;N/A;HOUNDE;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOL;N/A;N/A;LOUMANA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFON;XNU;N/A;NOUNA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOO;BOY;BOBO DIOULASSO;BOBO-DIOULASSO;BURKINA FASO;11;9;36;N;4;19;51;W;461
DFOR;N/A;N/A;CORODARA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOS;N/A;N/A;SIDERADOUGOU;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOT;N/A;N/A;TOUGAN;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOU;N/A;N/A;DIEBOUGOU;BURKINA FASO;0;0;0;U;0;0;0;U;0
DFOY;N/A;N/A;ARIBINDA;BURKINA FASO;0;0;0;U;0;0;0;U;0
DGAA;ACC;KOTOKA INTERNATIONAL;ACCRA;GHANA;5;36;10;N;0;10;5;W;63
DGAD;N/A;N/A;ADA;GHANA;0;0;0;U;0;0;0;U;0
DGAH;N/A;N/A;HO;GHANA;0;0;0;U;0;0;0;U;0
DGAK;N/A;N/A;AKUSE;GHANA;0;0;0;U;0;0;0;U;0
DGAL;N/A;N/A;KETE-KRACHI;GHANA;0;0;0;U;0;0;0;U;0
DGAS;N/A;N/A;SALTPOND;GUYANA;0;0;0;U;0;0;0;U;0
DGAT;N/A;N/A;TEMA;GHANA;0;0;0;U;0;0;0;U;0
DGCY;CKY;N/A;CONAKRY;GHANA;0;0;0;U;0;0;0;U;0
DGKA;N/A;N/A;AKIM ODA;GHANA;0;0;0;U;0;0;0;U;0
DGKK;N/A;N/A;KOFORIDUA;GHANA;0;0;0;U;0;0;0;U;0
DGLB;N/A;N/A;BOLE;GHANA;0;0;0;U;0;0;0;U;0
DGLE;TML;TAMALE;TAMALE;GHANA;9;33;48;N;0;51;48;W;169
DGLN;N/A;N/A;NAVRONGO;GHANA;0;0;0;U;0;0;0;U;0
DGLW;N/A;WA;WA;GHANA;10;4;57;N;2;30;27;W;324
DGLY;N/A;N/A;YENDI;GHANA;0;0;0;U;0;0;0;U;0
DGSB;N/A;N/A;SEFWI-BEKWAI;GHANA;0;0;0;U;0;0;0;U;0
DGSN;NYI;SUNYANI;SUNYANI;GHANA;7;21;42;N;2;19;43;W;310
DGSW;N/A;N/A;WENCHI;CHINA;0;0;0;U;0;0;0;U;0
DGTK;TKD;TAKORADI;TAKORADI;GHANA;4;53;36;N;1;46;30;W;7
DGTX;N/A;N/A;AXIM;GHANA;0;0;0;U;0;0;0;U;0
DIAD;N/A;N/A;ADIAKE;IVORY COAST;0;0;0;U;0;0;0;U;0
DIAE;N/A;N/A;AGBOVILLE;IVORY COAST;0;0;0;U;0;0;0;U;0
DIAO;N/A;N/A;ABOISSO;IVORY COAST;0;0;0;U;0;0;0;U;0
DIAP;ABJ;ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL;ABIDJAN;IVORY COAST;5;15;35;N;3;55;35;W;7
DIAU;OGO;N/A;ABENGOUROU;IVORY COAST;0;0;0;U;0;0;0;U;0
DIBC;N/A;N/A;BOCANDA;IVORY COAST;0;0;0;U;0;0;0;U;0
DIBI;BXI;N/A;BOUNDIALI;IVORY COAST;0;0;0;U;0;0;0;U;0
DIBK;BYK;BOUAKE;BOUAKE;IVORY COAST;7;44;19;N;5;4;25;W;375
DIBN;BQO;N/A;BUONA;IVORY COAST;0;0;0;U;0;0;0;U;0
DIBU;BDK;N/A;BONDOUKOU;IVORY COAST;0;0;0;U;0;0;0;U;0
DIDB;N/A;N/A;DABOU;IVORY COAST;0;0;0;U;0;0;0;U;0
DIDK;DIM;N/A;DIMBOKRO;IVORY COAST;0;0;0;U;0;0;0;U;0
DIDL;DJO;DALOA;DALOA;IVORY COAST;6;47;33;N;6;28;23;W;251
DIDV;N/A;N/A;DIVO;IVORY COAST;0;0;0;U;0;0;0;U;0
DIFK;N/A;N/A;FERKESSEDOUGOU;IVORY COAST;0;0;0;U;0;0;0;U;0
DIGA;GGN;N/A;GAGNOA;IVORY COAST;0;0;0;U;0;0;0;U;0
DIGL;GGO;N/A;GUIGLO;IVORY COAST;0;0;0;U;0;0;0;U;0
DIGN;BBV;N/A;GRAND BEREBY;IVORY COAST;0;0;0;U;0;0;0;U;0
DIKO;HGO;KORHOGO;KORHOGO;IVORY COAST;9;23;13;N;5;33;23;W;370
DIMN;MJC;MAN;MAN;IVORY COAST;7;16;19;N;7;35;13;W;332
DIOD;KEO;N/A;ODIENNE;IVORY COAST;0;0;0;U;0;0;0;U;0
DIOF;OFI;N/A;OUANGO FITINI;IVORY COAST;0;0;0;U;0;0;0;U;0
DIPG;N/A;N/A;PORT GAUTHIER;IVORY COAST;0;0;0;U;0;0;0;U;0
DISG;SEO;N/A;SEGUELA;IVORY COAST;0;0;0;U;0;0;0;U;0
DISP;SPY;SAN PEDRO;SAN PEDRO;IVORY COAST;4;44;48;N;6;39;38;W;8
DISS;ZSS;N/A;SASSANDRA;IVORY COAST;0;0;0;U;0;0;0;U;0
DITB;TXU;N/A;TABOU;IVORY COAST;0;0;0;U;0;0;0;U;0
DITM;TOZ;N/A;TOUBA;IVORY COAST;0;0;0;U;0;0;0;U;0
DIYO;ASK;YAMOUSSOUKRO;YAMOUSSOUKRO;IVORY COAST;6;54;11;N;5;21;57;W;214
DNAA;ABV;ABUJA NNAMDI AZIKIWE INTERNATIONAL;ABUJA;NIGERIA;9;0;24;N;7;15;47;E;343
DNAK;AKR;AKURE;AKURE;NIGERIA;7;14;48;N;5;18;3;E;336
DNBE;BNI;BENIN;BENIN;NIGERIA;6;19;2;N;5;35;58;E;79
DNBI;N/A;N/A;BIDA;NIGERIA;0;0;0;U;0;0;0;U;0
DNCA;CBQ;CALABAR;CALABAR;NIGERIA;4;58;33;N;8;20;49;E;65
DNEN;ENU;ENUGU;ENUGU;NIGERIA;6;28;27;N;7;33;43;E;143
DNGU;QUS;GUSAU;GUSAU;NIGERIA;12;10;18;N;6;41;46;E;464
DNIB;IBA;IBADAN;IBADAN;NIGERIA;7;21;44;N;3;58;42;E;221
DNIL;ILR;ILORIN;ILORIN;NIGERIA;8;26;24;N;4;29;38;E;343
DNJO;JOS;JOS;JOS;NIGERIA;9;38;23;N;8;52;8;E;1290
DNKA;KAD;KADUNA;KADUNA;NIGERIA;10;41;45;N;7;19;12;E;632
DNKN;KAN;KANO MALLAM AMINU INTERNATIONAL;KANO;NIGERIA;12;2;51;N;8;31;28;E;478
DNMA;MIU;MAIDUGURI;MAIDUGURI;NIGERIA;11;51;19;N;13;4;51;E;336
DNMK;MDI;MAKURDI;MAKURDI;NIGERIA;7;42;13;N;8;36;50;E;114
DNMM;LOS;LAGOS MURTALA MUHAMMED;LAGOS;NIGERIA;6;34;38;N;3;19;16;E;42
DNMN;MXJ;MINNA NEW;MINNA;NIGERIA;9;39;7;N;6;27;44;E;255
DNOS;N/A;N/A;OSHOGBO;NIGERIA;0;0;0;U;0;0;0;U;0
DNPO;PHC;PORT HARCOURT INTERNATIONAL;PORT HARTCOURT;NIGERIA;5;0;55;N;6;56;58;E;25
DNSO;SKO;SADIQ ABUBAKAR III INTERNATIONAL;SOKOTO;NIGERIA;12;54;58;N;5;12;25;E;307
DNYO;YOL;YOLA;YOLA;NIGERIA;9;15;37;N;12;25;47;E;183
DNZA;ZAR;ZARIA;ZARIA;NIGERIA;11;7;48;N;7;41;8;E;656
DRRA;N/A;N/A;TESSAOUA;NIGER;0;0;0;U;0;0;0;U;0
DRRC;N/A;N/A;DOGONDOUTCHI;NIGER;0;0;0;U;0;0;0;U;0
DRRD;N/A;N/A;DOSSO;NIGER;0;0;0;U;0;0;0;U;0
DRRE;N/A;N/A;TERA;NIGER;0;0;0;U;0;0;0;U;0
DRRG;N/A;N/A;GAYA;NIGER;0;0;0;U;0;0;0;U;0
DRRI;N/A;N/A;BILMA;NIGER;0;0;0;U;0;0;0;U;0
DRRL;N/A;N/A;TILABERY;NIGER;0;0;0;U;0;0;0;U;0
DRRM;MFG;MARADI;MARADI;NIGER;13;30;9;N;7;7;36;E;378
DRRN;NIM;DIORI HAMANI;NIAMEY;NIGER;13;28;53;N;2;11;1;E;224
DRRP;N/A;N/A;LA TAPOA;NIGER;0;0;0;U;0;0;0;U;0
DRRT;THZ;TAHOUA;TAHOUA;NIGER;14;52;32;N;5;15;55;E;386
DRRU;N/A;N/A;OUALLAM;NIGER;0;0;0;U;0;0;0;U;0
DRZA;AJY;MANU DAYAK;AGADEZ;NIGER;16;57;53;N;7;59;49;E;506
DRZD;N/A;DIRKOU;DIRKOU;NIGER;18;58;7;N;12;52;7;E;389
DRZF;N/A;DIFFA;DIFFA;NIGER;13;22;22;N;12;37;36;E;303
DRZG;N/A;N/A;GOURE;NIGER;0;0;0;U;0;0;0;U;0
DRZI;N/A;N/A;IFEROUANE;NIGER;0;0;0;U;0;0;0;U;0
DRZL;N/A;N/A;ARLIT;NIGER;0;0;0;U;0;0;0;U;0
DRZM;N/A;N/A;MAINE-SOROA;NIGER;0;0;0;U;0;0;0;U;0
DRZN;N/A;N/A;N'GUIGMI;NIGER;0;0;0;U;0;0;0;U;0
DRZR;ZND;ZINDER;ZINDER;NIGER;13;46;44;N;8;59;1;E;460
DRZT;N/A;TANOUT;TANOUT;NIGER;14;59;58;N;8;46;1;E;537
DSGI;KMS;N/A;KUMASI;GHANA;0;0;0;U;0;0;0;U;0
DTMB;MIR;HABIB BOURGUIBA INTERNATIONAL;MONASTIR;TUNISIA;35;45;29;N;10;45;17;E;3
DTTA;TUN;CARTHAGE;TUNIS;TUNISIA;36;51;3;N;10;13;37;E;7
DTTB;N/A;SIDI AHMED AIR BASE;BIZERTE;TUNISIA;37;14;43;N;9;47;29;E;7
DTTD;N/A;REMADA;REMADA;TUNISIA;32;18;22;N;10;22;55;E;307
DTTF;GAF;GAFSA;GAFSA;TUNISIA;34;25;19;N;8;49;21;E;324
DTTG;GAE;GABES;GABES;TUNISIA;33;52;36;N;10;6;12;E;8
DTTI;N/A;BORDJ EL AMRI;BORDJ EL AMRI;TUNISIA;36;43;16;N;9;56;35;E;34
DTTJ;DJE;ZARZIS;DJERBA;TUNISIA;33;52;30;N;10;46;31;E;6
DTTK;N/A;N/A;KAIROUAN;TUNISIA;0;0;0;U;0;0;0;U;0
DTTL;N/A;N/A;KELIBIA;TUNISIA;0;0;0;U;0;0;0;U;0
DTTN;N/A;N/A;JENDOUBA;TUNISIA;0;0;0;U;0;0;0;U;0
DTTR;EBM;EL BORMA;EL BORMA;TUNISIA;31;42;15;N;9;15;16;E;253
DTTX;SFA;THYNA;SFAX;TUNISIA;34;43;4;N;10;41;27;E;26
DTTZ;TOE;NEFTA;TOZEUR;TUNISIA;33;56;23;N;8;6;38;E;88
DXAK;N/A;N/A;ATAKPAME;TOGO;0;0;0;U;0;0;0;U;0
DXBS;N/A;N/A;BASSARI;TOGO;0;0;0;U;0;0;0;U;0
DXDP;N/A;N/A;DAPANGO;TOGO;0;0;0;U;0;0;0;U;0
DXHO;N/A;N/A;HAHOTOE;TOGO;0;0;0;U;0;0;0;U;0
DXKP;N/A;N/A;ANIE;TOGO;0;0;0;U;0;0;0;U;0
DXMG;N/A;N/A;SANSANNE MANGO;TOGO;0;0;0;U;0;0;0;U;0
DXNG;LRL;NIAMTOUGOU;NIATOUGOU;TOGO;9;46;2;N;1;5;28;E;462
DXSK;N/A;N/A;SOKODE;TOGO;0;0;0;U;0;0;0;U;0
DXTA;N/A;N/A;TABLIGBO;TOGO;0;0;0;U;0;0;0;U;0
DXXX;LFW;LOME TOKOIN;LOME;TOGO;6;9;56;N;1;15;14;E;22
EBAM;N/A;N/A;AMOUGIES;BELGIUM;0;0;0;U;0;0;0;U;0
EBAW;ANR;DEURNE;ANTWERP;BELGIUM;51;11;24;N;4;27;46;E;12
EBBE;N/A;BEAUVECHAIN;BEAUVECHAIN;BELGIUM;50;45;31;N;4;46;6;E;113
EBBL;N/A;KLEINE BROGEL;KLEINE BROGEL;BELGIUM;51;10;4;N;5;28;15;E;61
EBBR;BRU;BRUSSELS NATL;BRUSSELS;BELGIUM;50;54;8;N;4;29;55;E;57
EBBT;N/A;BRAASCHAAT;BRASSCHAAT;BELGIUM;51;20;0;N;4;30;0;E;22
EBBX;N/A;BERTRIX JEHONVILLE;BERTRIX;BELGIUM;49;53;14;N;5;13;43;E;462
EBCI;CRL;BRUSSELS SOUTH;CHARLEROI;BELGIUM;50;27;33;N;4;27;13;E;188
EBCV;N/A;CHIEVRES AB;CHIEVRES;BELGIUM;50;34;33;N;3;49;51;E;61
EBFN;N/A;KOKSIJDE;KOKSIJDE;BELGIUM;51;5;24;N;2;39;10;E;7
EBFS;N/A;FLORENNES;FLORENNES;BELGIUM;50;14;37;N;4;38;55;E;285
EBGB;N/A;N/A;BRUSSELS;BELGIUM;0;0;0;U;0;0;0;U;0
EBGL;N/A;N/A;GLONS;BELGIUM;0;0;0;U;0;0;0;U;0
EBHN;N/A;N/A;HOEVENEN;BELGIUM;0;0;0;U;0;0;0;U;0
EBKH;N/A;N/A;BALEN;BELGIUM;0;0;0;U;0;0;0;U;0
